Series,ImageID,Filename,InputPath,ImageHeight,ImageWidth,SourceClass,ConversionNote,TotalBlocks,ExpandableBlocks,NonExpandableBlocks,ExpandableBlocksPercent,EmbeddingCapacityBits,MaximumCapacityBpp,PayloadBits,PaddedPayloadBits,EmbeddedBits,EmbeddingRateBpp,EmbeddingSuccess,PSNRdB,SSIM,BitErrors,WatermarkBER,RecoveryExact,ParseSuccess,VerificationStatus,ChangedPixels,ChangedPixelsPercent,MaxPixelDifference,HashMedianMs,HashQ1Ms,HashQ3Ms,SignMedianMs,SignQ1Ms,SignQ3Ms,EmbedMedianMs,EmbedQ1Ms,EmbedQ3Ms,ExtractRecoverMedianMs,ExtractRecoverQ1Ms,ExtractRecoverQ3Ms,VerifyMedianMs,VerifyQ1Ms,VerifyQ3Ms,TotalMedianMs,TotalQ1Ms,TotalQ3Ms
CT-01,CT-01_image-00218,image-00218.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00218.tiff,512,512,uint8,none,16384,10256,6128,62.59765625,164096,0.6259765625,5792,5792,5792,0.0220947265625,1,68.2901504089966,0.999307589873545,0,0,1,1,AUTHENTIC_ORIGINAL,2527,0.963973999023438,1,1.21429166666667,1.2098125,1.2256875,4.92233333333333,4.912625,4.97822916666667,12.6976041666667,12.6071666666667,12.7228020833333,3.28704166666667,3.25728125,3.36208333333333,1.41460416666667,1.40379166666667,1.43919791666667,23.526875,23.4332395833333,23.7232291666667
CT-01,CT-01_image-00224,image-00224.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00224.tiff,512,512,uint8,none,16384,10251,6133,62.567138671875,164016,0.62567138671875,5792,5792,5792,0.0220947265625,1,68.3402784878145,0.99931777911336,0,0,1,1,AUTHENTIC_ORIGINAL,2498,0.952911376953125,1,1.215875,1.21117708333333,1.22891666666667,4.94689583333333,4.93896875,4.98052083333333,12.4696041666667,12.4000729166667,12.6011354166667,3.221375,3.21652083333333,3.22396875,1.42958333333333,1.4148125,1.46995833333333,23.3578333333333,23.1981875,23.5404166666667
CT-01,CT-01_image-00230,image-00230.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00230.tiff,512,512,uint8,none,16384,10291,6093,62.811279296875,164656,0.62811279296875,5792,5792,5792,0.0220947265625,1,68.3385402669312,0.999317391339773,0,0,1,1,AUTHENTIC_ORIGINAL,2499,0.953292846679688,1,1.22333333333333,1.2143125,1.22776041666667,4.95179166666667,4.93523958333333,4.96451041666667,12.8029791666667,12.6539791666667,12.9069479166667,3.26660416666667,3.23542708333333,3.32239583333333,1.46202083333333,1.41477083333333,1.49723958333333,23.7974791666667,23.4912395833333,23.8775208333333
CT-01,CT-01_image-00236,image-00236.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00236.tiff,512,512,uint8,none,16384,10326,6058,63.02490234375,165216,0.6302490234375,5792,5792,5792,0.0220947265625,1,68.2798509302902,0.999301576094954,0,0,1,1,AUTHENTIC_ORIGINAL,2533,0.966262817382812,1,1.2205625,1.21055208333333,1.22592708333333,4.95220833333333,4.93596875,4.99190625,12.7583541666667,12.54740625,12.8366979166667,3.28722916666667,3.27486458333333,3.2998125,1.42625,1.41123958333333,1.44945833333333,23.644125,23.46146875,23.75840625
CT-01,CT-01_image-00242,image-00242.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00242.tiff,512,512,uint8,none,16384,10367,6017,63.275146484375,165872,0.63275146484375,5792,5792,5792,0.0220947265625,1,68.3333297746217,0.999316052335392,0,0,1,1,AUTHENTIC_ORIGINAL,2502,0.954437255859375,1,1.227625,1.21507291666667,1.24872916666667,4.94122916666667,4.92232291666667,4.96247916666667,12.3598541666667,12.2169375,12.38853125,3.22429166666667,3.168375,3.2380625,1.42520833333333,1.40911458333333,1.53598958333333,23.1809166666667,22.9992916666667,23.4287916666667
CT-01,CT-01_image-00248,image-00248.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00248.tiff,512,512,uint8,none,16384,10398,5986,63.46435546875,166368,0.6346435546875,5792,5792,5792,0.0220947265625,1,68.3333297746217,0.999317205564745,0,0,1,1,AUTHENTIC_ORIGINAL,2502,0.954437255859375,1,1.21147916666667,1.20659375,1.21746875,4.95252083333333,4.93509375,4.98663541666667,12.8534583333333,12.5841666666667,12.9019270833333,3.3393125,3.26064583333333,3.35152083333333,1.42233333333333,1.41477083333333,1.45357291666667,23.7958541666667,23.50709375,23.8750833333333
CT-01,CT-01_image-00254,image-00254.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00254.tiff,512,512,uint8,none,16384,10475,5909,63.934326171875,167600,0.63934326171875,5792,5792,5792,0.0220947265625,1,68.3281255261631,0.999314420734777,0,0,1,1,AUTHENTIC_ORIGINAL,2505,0.955581665039062,1,1.22229166666667,1.21796875,1.22732291666667,4.93791666666667,4.92533333333333,4.95085416666667,12.9590416666667,12.7060833333333,13.1733958333333,3.32804166666667,3.31541666666667,3.37888541666667,1.4154375,1.41032291666667,1.45334375,24.0100208333333,23.654375,24.1157916666667
CT-01,CT-01_image-00260,image-00260.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00260.tiff,512,512,uint8,none,16384,10556,5828,64.4287109375,168896,0.644287109375,5792,5792,5792,0.0220947265625,1,68.266156177692,0.999300975582574,0,0,1,1,AUTHENTIC_ORIGINAL,2541,0.969314575195312,1,1.22089583333333,1.21383333333333,1.25992708333333,4.95347916666667,4.92469791666667,4.99280208333333,12.6730625,12.54871875,12.7188125,3.29152083333333,3.26447916666667,3.35966666666667,1.42508333333333,1.41469791666667,1.44811458333333,23.5456875,23.4639791666667,23.6541145833333
CT-01,CT-01_image-00266,image-00266.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00001/image-00266.tiff,512,512,uint8,none,16384,10639,5745,64.935302734375,170224,0.64935302734375,5792,5792,5792,0.0220947265625,1,68.2815658147425,0.999303612552781,0,0,1,1,AUTHENTIC_ORIGINAL,2532,0.96588134765625,1,1.2210625,1.21375,1.22802083333333,4.935625,4.92775,4.96728125,12.9135833333333,12.7924791666667,13.1551458333333,3.40079166666667,3.31304166666667,3.46761458333333,1.41320833333333,1.4058125,1.41944791666667,24.02625,23.6717604166667,24.2661041666667
CT-02,CT-02_image-00000,image-00000.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00002/image-00000.tiff,512,512,uint8,none,16384,3324,13060,20.2880859375,53184,0.202880859375,5792,5792,5792,0.0220947265625,1,68.29703032302,0.999314681381417,0,0,1,1,AUTHENTIC_ORIGINAL,2520,0.9613037109375,2,1.22210416666667,1.21871875,1.23370833333333,4.95329166666667,4.93038541666667,4.98760416666667,12.9083333333333,12.8292708333333,13.0631666666667,3.24460416666667,3.227125,3.26661458333333,1.4541875,1.42813541666667,1.46001041666667,23.8164375,23.6833229166667,24.0156979166667
CT-02,CT-02_image-00004,image-00004.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/Image/Computed Tomography/series-00002/image-00004.tiff,512,512,uint8,none,16384,3332,13052,20.3369140625,53312,0.203369140625,5792,5792,5792,0.0220947265625,1,68.2644473660158,0.999309855038451,0,0,1,1,AUTHENTIC_ORIGINAL,2542,0.969696044921875,1,1.22008333333333,1.21601041666667,1.25494791666667,4.93647916666667,4.92520833333333,4.95701041666667,12.429375,12.2571458333333,12.821375,3.24102083333333,3.21425,3.29175,1.42889583333333,1.41339583333333,1.46451041666667,23.2621666666667,23.1480520833333,23.9931041666667
